2019-01-21 20:36:28.355291 -  majinboo626
2019-01-21 20:36:29.720125 -  NaCaPa
2019-01-21 20:36:31.124534 -  Bolsonaro LGBTQ
2019-01-21 20:36:32.435357 -  quero um beijo
2019-01-21 20:36:33.716261 -  Vampíra
2019-01-21 20:36:34.697320 -  lUNF0RGIVENl
2019-01-21 20:36:36.128013 -  Undevil SL
2019-01-21 20:36:37.088822 -  FTD TheGuyRed
2019-01-21 20:36:38.394147 -  furacãoPEDRINHO
2019-01-21 20:36:39.831548 -  Chadinho1
2019-01-21 20:36:41.224646 -  BOT DIFF XD
2019-01-21 20:36:42.743711 -  Senjuu
2019-01-21 20:36:43.999638 -  YourLie ln ApriI
2019-01-21 20:36:45.114336 -  losing my sanity
2019-01-21 20:36:47.474771 -  Web rabuda
2019-01-21 20:36:48.510182 -  Honestly Tilted
2019-01-21 20:36:49.460142 -  U C
2019-01-21 20:36:50.545998 -  InSBranco
2019-01-21 20:36:51.068126 -  Kommander 
2019-01-21 20:36:52.352327 -  TrafalgarNewgate
2019-01-21 20:36:53.998938 -  BiliSan
2019-01-21 20:36:55.919672 -  Hook Hook No Ml
2019-01-21 20:36:56.942006 -  GoesMalvado
2019-01-21 20:36:58.321590 -  Lindolfinho
2019-01-21 20:36:59.099247 -  JuniorBarth
2019-01-21 20:37:00.152796 -  missing spider 
2019-01-21 20:37:00.819404 -  ReNeekton
2019-01-21 20:37:01.524626 -  Aronguejo Jr
2019-01-21 20:37:02.951447 -  CHG Myke
2019-01-21 20:37:03.502231 -  zHenrique
2019-01-21 20:37:04.232512 -  Sengoku Astray
2019-01-21 20:37:04.712121 -  popoca da sushi
2019-01-21 20:37:05.588698 -  IKG Féstom
2019-01-21 20:37:06.838356 -  Tombini
2019-01-21 20:37:07.487558 -  Ohbit
2019-01-21 20:37:08.790985 -  O Figo
2019-01-21 20:37:10.218359 -  Jotape u
2019-01-21 20:37:11.725888 -  bnt
2019-01-21 20:37:13.091947 -  19950314
2019-01-21 20:37:14.520102 -  Capitão Nya
2019-01-21 20:37:15.813099 -  Elicher
2019-01-21 20:37:17.395069 -  APukê
2019-01-21 20:37:17.896104 -  BòB
2019-01-21 20:37:19.002112 -  Ben 10 de PS2
2019-01-21 20:37:19.448134 -  Run Or Death
2019-01-21 20:37:20.608382 -  Kicked by MicaO
2019-01-21 20:37:21.297912 -  knt raiz
2019-01-21 20:37:21.857559 -  Invocador 1
2019-01-21 20:37:23.220098 -  JJ JayJay
2019-01-21 20:37:24.374036 - SKTFaker11
2019-01-21 20:37:24.879909 -  Benelli
2019-01-21 20:37:25.599337 -  fica isolado pf
2019-01-21 20:37:26.942831 -  EL TOROCK
2019-01-21 20:37:27.545580 -  14548441324
2019-01-21 20:37:28.151025 -  Campiao bot
2019-01-21 20:37:28.608262 -  Sylas Político
2019-01-21 20:37:30.229630 -  Darogyn
2019-01-21 20:37:30.884693 -  MEC A RIVEN
2019-01-21 20:37:31.888520 -  adc que não bate
2019-01-21 20:37:32.541708 -  ingmarkus
2019-01-21 20:37:34.106345 -  WSP Anorak
2019-01-21 20:37:35.471908 -  Só o Josh
2019-01-21 20:37:37.195292 -  Soy Nairobi
2019-01-21 20:37:38.419309 -  Meg Thomas
2019-01-21 20:37:39.753469 -  All random mid
2019-01-21 20:37:40.805731 -  Niquelovers
2019-01-21 20:37:42.001222 -  Traço
2019-01-21 20:37:43.299633 -  kayrinGOD
2019-01-21 20:37:44.838754 -  Gilsin Do Capeta
2019-01-21 20:37:46.122962 -  Ulgo O Top Laner
2019-01-21 20:37:47.371342 -  K0SE
2019-01-21 20:37:47.853761 -  Cinfo
2019-01-21 20:37:48.362301 -  lokoloko120
2019-01-21 20:37:49.734383 -  passeio na selva
2019-01-21 20:37:50.204438 -  Asasinscelo
2019-01-21 20:37:51.568660 -  Emma U
2019-01-21 20:37:52.863972 -  Rhokeus
2019-01-21 20:37:53.604585 -  G0M3S
2019-01-21 20:37:55.047056 -  ToonT o Tiltado
2019-01-21 20:37:55.666104 -  MEC Mito
2019-01-21 20:37:57.111615 -  ISG CARAEPIJA
2019-01-21 20:37:58.413715 -  Dumbodoore
2019-01-21 20:37:59.524064 -  bboyodd
2019-01-21 20:38:00.077789 -  Nyctibius
2019-01-21 20:38:00.553074 -  SunMiya
2019-01-21 20:38:01.930597 -  That Hook
2019-01-21 20:38:03.408900 -  de la sis
2019-01-21 20:38:03.853052 -  21 Travis Scott
2019-01-21 20:38:04.413301 -  Shibe
2019-01-21 20:38:04.821016 -  La P del Mundeux
2019-01-21 20:38:05.303344 -  MôôônT
2019-01-21 20:38:06.187388 -  sevei
2019-01-21 20:38:07.227354 -  Kät
2019-01-21 20:38:08.345900 -  guztavin
2019-01-21 20:38:09.638948 -  Man of Sin
2019-01-21 20:38:10.894699 -  Sacotinho
2019-01-21 20:38:11.708285 -  TDN SNaKeZ raT
2019-01-21 20:38:12.942526 -  Kaldaris
2019-01-21 20:38:13.855752 -  GeloXD
2019-01-21 20:38:15.245667 -  CAASO SimeTH
2019-01-21 20:38:15.837930 -  SkeletoonKing
2019-01-21 20:38:17.147341 -  Drekão
2019-01-21 20:38:17.647023 -  Chaud
2019-01-21 20:38:18.334717 -  Spin Couleé
2019-01-21 20:38:19.300808 -  BlioN
2019-01-21 20:38:20.915953 -  Sonz
2019-01-21 20:38:21.768640 -  AmiguJooJ
2019-01-21 20:38:22.247916 -  BanidoPor 23976H
2019-01-21 20:38:22.731693 -  Little Paia
2019-01-21 20:38:24.092589 -  matheushn mitico
2019-01-21 20:38:25.136313 -  TRAB JuNin RXxXx
2019-01-21 20:38:25.800560 -  Takukunumuru
2019-01-21 20:38:26.455779 -  Aninha mid
2019-01-21 20:38:27.712144 -  Eu nao so Smurf
2019-01-21 20:38:29.006662 -  Queen Megumin
2019-01-21 20:38:29.501317 -  lul1s
2019-01-21 20:38:30.101593 -  son of 4LaN
2019-01-21 20:38:30.750901 -  El1sEh
2019-01-21 20:38:32.182121 -  Supergoku
2019-01-21 20:38:32.671863 -  PEX Link
2019-01-21 20:38:33.191690 -  GRZ MARIDO
2019-01-21 20:38:34.450422 -  Zood
2019-01-21 20:38:35.752179 -  Keer0
2019-01-21 20:38:37.192479 -  Dango Daikazoku
2019-01-21 20:38:38.636912 -  zap kkkjj
2019-01-21 20:38:39.362000 -  00224466
2019-01-21 20:38:40.415709 -  BOOSTER BRAZ
2019-01-21 20:38:41.638655 -  Malokero11
2019-01-21 20:38:42.766145 -  saçlgdiajnabkvop
2019-01-21 20:38:44.066838 -  Fake Mylon
2019-01-21 20:38:45.366874 -  Mc Mirella
2019-01-21 20:38:48.165647 -  Nikolaaaau
2019-01-21 20:38:50.711390 -  Kampfmesser AK47
2019-01-21 20:38:51.970167 -  bentones
2019-01-21 20:38:52.620396 -  Unidentified
2019-01-21 20:38:53.900101 -  Zé sin MuAiTai
2019-01-21 20:38:54.536386 -  NaLiaToGG
2019-01-21 20:38:55.642421 -  Giba XD
2019-01-21 20:38:57.010928 -  oi meu xuxu
2019-01-21 20:38:57.442192 -  TNC Kiss
2019-01-21 20:38:57.885547 -  Trigo carry u
2019-01-21 20:38:58.915694 -  lenders
2019-01-21 20:38:59.391704 -  WABrother
2019-01-21 20:38:59.901938 -  GRF Tarzan1
2019-01-21 20:39:01.272659 -  Edwin VanCleef
2019-01-21 20:39:02.438760 -  DarkWin
2019-01-21 20:39:03.757251 -  kojhin
2019-01-21 20:39:04.277226 -  Lux Presidenta
2019-01-21 20:39:04.805755 -  Mstep
2019-01-21 20:39:05.540964 - Divinity Shishio
2019-01-21 20:39:06.494822 -  DeadSoul
2019-01-21 20:39:08.027778 -  The Pursuer
2019-01-21 20:39:09.197438 -  Terral
2019-01-21 20:39:10.585088 -  FSC Rhygon
2019-01-21 20:39:12.185985 -  HaveYouMetKeike
2019-01-21 20:39:13.487182 -  Caiuuuuu
2019-01-21 20:39:14.094411 -  My Girl Is Kim
2019-01-21 20:39:15.554375 -  Terror dos Mares
2019-01-21 20:39:17.042634 -  Nebiru
2019-01-21 20:39:18.778580 -  Drink Coke
2019-01-21 20:39:19.506263 -  Be quiet random
2019-01-21 20:39:20.767456 -  NAMILATION
2019-01-21 20:39:22.158416 -  150195
2019-01-21 20:39:22.625727 -  shake that ass
2019-01-21 20:39:23.475128 -  ohhaohha
2019-01-21 20:39:23.962738 -  BEELUM
2019-01-21 20:39:25.334078 -  Acre Rio Branco
2019-01-21 20:39:25.974837 -  áyano
2019-01-21 20:39:26.502972 -  Dove99
2019-01-21 20:39:27.638218 -  Não é o Sazuca
2019-01-21 20:39:28.988031 -  nesh10
2019-01-21 20:39:29.722650 -  Rafiri Einstein
2019-01-21 20:39:30.213189 -  Aff o Jão não
2019-01-21 20:39:31.703511 -  Saiyro
2019-01-21 20:39:32.436269 -  Zarathun
2019-01-21 20:39:33.965095 -  Suicide is KiII
2019-01-21 20:39:35.262363 -  JustAnotherScar
2019-01-21 20:39:36.114793 -  Maríya Takeuchi
2019-01-21 20:39:37.485794 -  Padre Dos Games
2019-01-21 20:39:38.154356 -  Mynds
2019-01-21 20:39:39.493263 -  SmaII
2019-01-21 20:39:41.124726 -  Jolis
2019-01-21 20:39:42.506481 -  hi im guzi
2019-01-21 20:39:43.133237 -  SrFakerDoCongo
2019-01-21 20:39:44.231137 -  Ataides
2019-01-21 20:39:44.824467 -  O Impiedoso
2019-01-21 20:39:46.403361 -  Likten
2019-01-21 20:39:47.823232 -  KHAZllx
2019-01-21 20:39:49.961894 -  ca11 911
2019-01-21 20:39:51.168469 -  SkyyWorld
2019-01-21 20:39:51.745692 -  Viciado em KDA
2019-01-21 20:39:52.298209 -  NGDP JacintPenes
2019-01-21 20:39:52.938337 -  Dnaydream
2019-01-21 20:39:54.327603 -  Hooked ois
2019-01-21 20:39:55.385092 -  xSWDGx
2019-01-21 20:39:56.780389 -  XRLmonster
2019-01-21 20:39:57.377828 -  Ullssarf
2019-01-21 20:39:58.808075 -  kIzera
2019-01-21 20:39:59.493567 -  Firth
2019-01-21 20:40:00.127317 -  TRS Marquinhos
2019-01-21 20:40:01.907162 -  Mesquitinha
2019-01-21 20:40:02.876570 -  The MordeGod
2019-01-21 20:40:04.207241 -  90230812
2019-01-21 20:40:05.716113 -  First 9 SAMCRO
2019-01-21 20:40:07.229385 -  PickIer God
2019-01-21 20:40:07.824608 -  LoF1 Kerbeck
2019-01-21 20:40:08.990132 -  Mihawkx
2019-01-21 20:40:09.668330 -  Lag é Mato
2019-01-21 20:40:10.556360 -  Fã da TerraPlana
2019-01-21 20:40:11.426053 -  Reirin
2019-01-21 20:40:13.140386 -  Ivo the Pedro
2019-01-21 20:40:13.706533 -  rosier
2019-01-21 20:40:14.127198 -  l FaiSkA l
2019-01-21 20:40:14.597563 -  Perverse Lucian
2019-01-21 20:40:15.358207 -  suicidio é opção
2019-01-21 20:40:15.863989 -  Allyyy
2019-01-21 20:40:17.174148 -  PohaVINE
2019-01-21 20:40:17.637919 -  Sr Fúrtado
2019-01-21 20:40:18.846887 -  UP Junior
2019-01-21 20:40:19.633388 -  SASUKEEEEEEEEE
2019-01-21 20:40:20.323893 -  MyLife
2019-01-21 20:40:20.836995 -  Yoshimune
2019-01-21 20:40:22.190156 -  Ginguseng
2019-01-21 20:40:23.604617 -  Melancholy Hills
2019-01-21 20:40:24.231835 -  Geean silva
2019-01-21 20:40:24.679105 -  PuskasLOL
2019-01-21 20:40:25.282384 -  LucasilvaPRO
2019-01-21 20:40:26.587603 -  Nicktoons Racing
2019-01-21 20:40:27.326309 -  jfmoraes
2019-01-21 20:40:29.219346 -  Bronze 5
2019-01-21 20:40:30.301369 -  Heurasein
2019-01-21 20:40:31.035000 -  DybAas
2019-01-21 20:40:31.552710 -  Ecternum
2019-01-21 20:40:32.001332 -  Sasoru
2019-01-21 20:40:32.638581 -  hate them all
2019-01-21 20:40:33.190813 -  mangetsu
2019-01-21 20:40:33.622612 -  dsdklgfgld
2019-01-21 20:40:43.894101 -  Potão
2019-01-21 20:40:45.311998 -  white ferrari
2019-01-21 20:40:47.433961 -  Crocodilo Bill
2019-01-21 20:40:48.257653 -  MihawkS
2019-01-21 20:40:48.774922 -  Chaponês
2019-01-21 20:40:49.405695 -  Neko Pleys BR
2019-01-21 20:40:50.024803 -  P1kaDoRafaéMINI
2019-01-21 20:40:50.738209 -  Vacinado616
2019-01-21 20:40:51.529336 -  Nice SoloQ Guy
2019-01-21 20:40:52.186392 -  Shikiyoku
2019-01-21 20:40:52.836423 -  PornStar Amumu 
2019-01-21 20:40:53.480694 - hi im Japonês
2019-01-21 20:40:54.285373 -  FLG Toxick
2019-01-21 20:40:54.788161 -  Buffa Buffa
2019-01-21 20:40:56.046860 -  In the shallow
2019-01-21 20:40:56.514856 -  haziel astro
2019-01-21 20:40:58.231610 -  Fogo no museu
2019-01-21 20:40:58.907924 -  1337xd
2019-01-21 20:40:59.348247 -  Sâng
2019-01-21 20:40:59.847032 -  Kakazin
2019-01-21 20:41:00.129421 -  AVELHO
2019-01-21 20:41:00.410798 -  A Nidalee
2019-01-21 20:41:00.913586 -  Danilox is back
2019-01-21 20:41:01.406441 -  Bala no Alvo
2019-01-21 20:41:02.917202 -  Naydl
2019-01-21 20:41:04.209236 -  sereio sensual
2019-01-21 20:41:04.666678 -  MetalXR
2019-01-21 20:41:05.707802 -  City of Stars
2019-01-21 20:41:06.378835 -  Benedict Blue
2019-01-21 20:41:06.904083 -  dudsdog
2019-01-21 20:41:07.379892 -  I Arvak
2019-01-21 20:41:08.185452 -  Please Say Less
2019-01-21 20:41:09.439943 -  degnlS
2019-01-21 20:41:10.792199 -  VioIe
2019-01-21 20:41:11.321438 -  CbTV Zoldyck
2019-01-21 20:41:11.841061 -  BKR Galático 
2019-01-21 20:41:13.248117 -  ZAURUS
2019-01-21 20:41:13.847804 -  Eu sou a Gotinha
2019-01-21 20:41:14.837099 -  Suporte
2019-01-21 20:41:16.523742 -  Katarina Husband
2019-01-21 20:41:18.101024 -  XXXXX God XXXXX
2019-01-21 20:41:18.601812 -  JOVEM COM SONHOS
2019-01-21 20:41:19.365039 -  Atmospheric boy
2019-01-21 20:41:20.749445 -  LaioniX
2019-01-21 20:41:21.997850 -  Roginho GOD
2019-01-21 20:41:22.715070 -         YOUIN2K17
2019-01-21 20:41:23.422175 -  S T U A R T
2019-01-21 20:41:23.996978 -  Night Envolved
2019-01-21 20:41:25.095540 -  LEC Maxim
2019-01-21 20:41:26.172022 -  COMMUNIST SL4YER
2019-01-21 20:41:27.538252 -  iAzulMarinho
2019-01-21 20:41:28.133980 -  Exódia 4Head
2019-01-21 20:41:29.100557 -  Cust
2019-01-21 20:41:29.725226 -  Akromas
2019-01-21 20:41:30.377765 -  Mochitonix
2019-01-21 20:41:31.720830 -  DxD
2019-01-21 20:41:33.026310 -  Swoolps
2019-01-21 20:41:33.657216 -  SUPORTEdeJuliet
2019-01-21 20:41:34.267451 -  trying to change
2019-01-21 20:41:35.825091 -  CauzerNTC
2019-01-21 20:41:37.172016 -  Ricnnn
2019-01-21 20:41:38.424811 -  dna157
2019-01-21 20:41:40.029519 -  l Seiji l
2019-01-21 20:41:41.448454 -  Pain Ryjj Razer
2019-01-21 20:41:43.068905 -  Xcaio
2019-01-21 20:41:44.197631 -  Sir Lockser
2019-01-21 20:41:45.671790 -  Mi Diosa Remilia
2019-01-21 20:41:46.567697 -  Polícia
2019-01-21 20:41:48.393264 -  Milos
2019-01-21 20:41:48.912030 -  Nott joking
2019-01-21 20:41:50.442341 -  Gyuri
2019-01-21 20:41:52.423315 -  MalandroO
2019-01-21 20:41:53.955180 -  laurawalker
2019-01-21 20:41:55.134267 -  Im your lucifer
2019-01-21 20:41:55.655425 -  Kevrry
2019-01-21 20:41:57.019709 -  Cigarro Da Penha
2019-01-21 20:41:58.336492 -  Montkil
2019-01-21 20:41:59.850288 -  Fernandezs
2019-01-21 20:42:01.595352 -  Ícone do Dragão
2019-01-21 20:42:02.879276 -  toca pro Darius
2019-01-21 20:42:04.191528 -  O Capitalismo
2019-01-21 20:42:05.399857 -  James T Kirk
2019-01-21 20:42:06.014495 -  needing focus
2019-01-21 20:42:07.465951 -  Y1N Y4NG 
2019-01-21 20:42:08.307807 -  O Léo Ramos
2019-01-21 20:42:09.792358 -  Lixo Comodoro
2019-01-21 20:42:10.709520 -  Only K6
2019-01-21 20:42:11.466507 -  Raining Stars
2019-01-21 20:42:12.011081 -  Avzhur
2019-01-21 20:42:13.391477 -  McManus
2019-01-21 20:42:13.930762 -  Ludweg
2019-01-21 20:42:14.590497 -  Howks
2019-01-21 20:42:15.979919 -  wyzr
2019-01-21 20:42:17.263248 -  power of mind
2019-01-21 20:42:17.783561 -  Pog Jack
2019-01-21 20:42:18.262899 -  WG Truee
2019-01-21 20:42:19.465667 -  Me Solta Garoto
2019-01-21 20:42:20.986862 -  I Nacpa I
2019-01-21 20:42:21.806704 -  Insulinado
2019-01-21 20:42:22.268474 -  little binho
2019-01-21 20:42:23.463890 -  felipebomdejogo
2019-01-21 20:42:24.605739 -  zzSkyLiNe
2019-01-21 20:42:25.352552 -  MayKroÇoPhiTy
2019-01-21 20:42:26.441868 -  Cronusz
2019-01-21 20:42:27.940720 -  Plantei a discór
2019-01-21 20:42:29.421548 -  Domiods
2019-01-21 20:42:30.723385 -  zamorakk
2019-01-21 20:42:31.688269 -  VAYEN lS BAD
2019-01-21 20:42:32.238630 - Golp3 Baix0
2019-01-21 20:42:33.151075 -  Zeref Vermilion
2019-01-21 20:42:34.885819 -  Patriick
2019-01-21 20:42:36.378568 -  HBzz
2019-01-21 20:42:37.111112 -  Dark Angels IV
2019-01-21 20:42:38.480158 -  GustavoBFR
2019-01-21 20:42:39.751240 -  mightjunin
2019-01-21 20:42:41.388250 -  Vôlt
2019-01-21 20:42:42.846941 -  Xurilao
2019-01-21 20:42:43.337112 -  Calibo
2019-01-21 20:42:44.704707 -  DayD4 Lessa
2019-01-21 20:42:46.608104 -  M4RKS
2019-01-21 20:42:50.013522 -  CbTV Lucemon
2019-01-21 20:42:51.576022 -  Rod
2019-01-21 20:42:52.984960 -  lrz fanboy
2019-01-21 20:42:54.572738 -  Mondrakk
2019-01-21 20:42:55.079526 -  Paris
2019-01-21 20:42:56.901019 -  Fe1guk
2019-01-21 20:42:58.323388 -  Creeperkenzo
2019-01-21 20:42:59.585957 -  MadbIíks
2019-01-21 20:43:00.427807 -  Sir Sangris
2019-01-21 20:43:01.436476 -  Eilish Fox
2019-01-21 20:43:01.881790 -  AWG F0rest
2019-01-21 20:43:03.455600 -  O ninja q copia
2019-01-21 20:43:04.634339 -  Losing Notion
2019-01-21 20:43:05.958595 -  MrTitio
2019-01-21 20:43:06.544353 -  Franco Ousado
2019-01-21 20:43:07.090057 -  Jubinn show
2019-01-21 20:43:08.146842 -  STD APOKA
2019-01-21 20:43:09.438857 -  Uillia Ironside
2019-01-21 20:43:11.019529 -  HollyLand
2019-01-21 20:43:12.238537 -  SÓ hack no jogo
2019-01-21 20:43:13.548934 -  Awp Lynce
2019-01-21 20:43:14.263089 -  Gokichii
2019-01-21 20:43:14.957649 -  Tocaaaaaaah
2019-01-21 20:43:15.543618 -  Zzick
2019-01-21 20:43:16.130172 -  CbTV Ayk
2019-01-21 20:43:16.670698 -  Rip Skill1
2019-01-21 20:43:17.445850 -  Dkass
2019-01-21 20:43:18.999078 -  iFuUrY
2019-01-21 20:43:20.288318 -  Jubacas Recycled
2019-01-21 20:43:21.863719 -  She Wolf
2019-01-21 20:43:23.009737 -  MafeuH
2019-01-21 20:43:24.252237 -   IS NOT A PLAYER
2019-01-21 20:43:24.828155 -  Singid GONZALES 
2019-01-21 20:43:25.617703 -  Luris
2019-01-21 20:43:26.163676 -  Karkey
2019-01-21 20:43:27.456197 -  xsx LSD xzx
2019-01-21 20:43:28.709538 -  Fire Peregrinus
2019-01-21 20:43:29.315539 -  Sidney Scaccio
2019-01-21 20:43:30.682420 -  Caseína
2019-01-21 20:43:31.877045 -  RX Rodriigo RX
2019-01-21 20:43:32.521746 -  o Draven dela
2019-01-21 20:43:33.046039 -  Amandá
2019-01-21 20:43:33.551804 -  Shen D KONOHA
2019-01-21 20:43:34.006748 -  Marcotoco
2019-01-21 20:43:35.303438 -  crit1cal acclaim
2019-01-21 20:43:36.363000 -  Sortido1
2019-01-21 20:43:37.544767 -  The Hunt is On
2019-01-21 20:43:38.237752 -  lmmortalized
2019-01-21 20:43:39.322409 -  Droso
2019-01-21 20:43:41.073510 -  Texugão Show
2019-01-21 20:43:42.343743 -  CrazyZika
2019-01-21 20:43:43.734270 -  Marcos ama Fiora
2019-01-21 20:43:44.265435 -  egoist prince
2019-01-21 20:43:44.763228 -  Artropordiano
2019-01-21 20:43:45.512879 -  Sowajo
2019-01-21 20:43:46.853688 -  ro0d
2019-01-21 20:43:47.324158 -  Hardath
2019-01-21 20:43:48.522113 -  SkyLyni
2019-01-21 20:43:49.092777 -  eig
2019-01-21 20:43:49.576730 -  Hyori
2019-01-21 20:43:51.049688 -  Mr Ortiz
2019-01-21 20:43:52.519778 -  Sax
2019-01-21 20:43:53.538476 -  Me Tilteo LAS 
2019-01-21 20:43:54.054625 -  Apógnosi
2019-01-21 20:43:54.788865 -  W3rick
2019-01-21 20:43:56.093164 -  lKamikaze
2019-01-21 20:43:57.443232 -  MAD DOG URZEDO
2019-01-21 20:43:59.329969 -  kyokusanagi7
2019-01-21 20:44:01.019192 -  FLS pingaydou
2019-01-21 20:44:02.363358 -  CAASO Sairef
2019-01-21 20:44:03.563764 -  louizzZZzzzzZZ
2019-01-21 20:44:04.903937 -  Mage
2019-01-21 20:44:05.633117 -  irmão do mickey
2019-01-21 20:44:06.064939 -  Saddlerrr
2019-01-21 20:44:06.953048 -  TFW Ytuwer
2019-01-21 20:44:07.944006 -  Ivan Gómez
2019-01-21 20:44:08.634314 -  KaaH 1994
2019-01-21 20:44:09.444961 -  cooI mind
2019-01-21 20:44:10.948215 -  cabun smurf
2019-01-21 20:44:12.026992 -  Malory3030
2019-01-21 20:44:12.990106 -  FuzioNN
2019-01-21 20:44:14.183747 -  Moka Akashíya
2019-01-21 20:44:14.715380 -  Hazlitt
2019-01-21 20:44:15.874366 -  Vini e seu Hook
2019-01-21 20:44:16.652494 -  nao to feliz
2019-01-21 20:44:17.505586 -  Kinna
2019-01-21 20:44:19.076311 -  xKenJ1
2019-01-21 20:44:20.314753 -  GabruSona
2019-01-21 20:44:20.754543 - Tragic
2019-01-21 20:44:21.224827 -  shuuyy4
2019-01-21 20:44:21.708597 -  shadyjj
2019-01-21 20:44:22.196737 -  Billy Bat
2019-01-21 20:44:22.763700 -  Felipovsk
2019-01-21 20:44:23.982818 -  BIue Lotus
2019-01-21 20:44:24.415703 -  Flashi no F
2019-01-21 20:44:25.642531 -  Orìanna Grande
2019-01-21 20:44:27.323232 -  CbTV Ourinhos
2019-01-21 20:44:27.790525 -  SYNDRA CRIMINOSA
2019-01-21 20:44:28.949504 -  BolsaDeCocôô
2019-01-21 20:44:30.143959 -  N3R0
2019-01-21 20:44:31.216421 -  Sun WK
2019-01-21 20:44:32.359576 -  TiIl I Collapse
2019-01-21 20:44:33.600072 -  BXD Soninho
2019-01-21 20:44:34.691844 -  Magnums
2019-01-21 20:44:35.932399 -  JezebeI
2019-01-21 20:44:37.157810 -  sh4un
2019-01-21 20:44:37.870708 -  Eu sou o Caudoso
2019-01-21 20:44:39.116072 -  Brennan
2019-01-21 20:44:40.294245 -  Gripe Da Vaca
2019-01-21 20:44:41.602922 -  Slap
2019-01-21 20:44:43.374610 -  nunca perdi aram
2019-01-21 20:44:44.616804 -  Cosmic Void
2019-01-21 20:44:46.606938 -  51 CABO DAClOLO
2019-01-21 20:44:48.102406 -  IDuDuH
2019-01-21 20:44:49.342868 -  SoulZx
2019-01-21 20:44:49.914932 -  Jabiraca
2019-01-21 20:44:51.115490 -  Dariuszotte
2019-01-21 20:44:51.759407 -  july 8th
2019-01-21 20:44:53.253711 -  tinga2001
2019-01-21 20:44:54.786745 -  langyan
2019-01-21 20:44:55.984507 -  Flavoured
2019-01-21 20:44:56.966132 -  The Boss IrGoD
2019-01-21 20:44:57.428191 -  i miss her heat
2019-01-21 20:44:58.538191 -  SkyTech Again 
2019-01-21 20:44:59.311362 -  Caroline a Lux
2019-01-21 20:44:59.968693 -  Scape to Grave
2019-01-21 20:45:00.900267 -  Echo kom Àzgeda
2019-01-21 20:45:02.578348 -  VoteKomy
2019-01-21 20:45:03.496807 -  REIGAR DOG
2019-01-21 20:45:04.616452 -  BlurryThoughts
2019-01-21 20:45:05.931839 -  nimotvmills
2019-01-21 20:45:06.432014 -  ShadowOfThunder
2019-01-21 20:45:07.130676 -  CbTV Kevinzin 
2019-01-21 20:45:07.647894 -  HogaTTo
2019-01-21 20:45:08.827152 -  Miltu Otaku GOD
2019-01-21 20:45:10.002436 -  Lapidissio
2019-01-21 20:45:11.519178 -  Tonight We Hunt
2019-01-21 20:45:12.009295 -  Revengerr
2019-01-21 20:45:13.397395 -  Fokmir
2019-01-21 20:45:13.903450 -  Guga Nks
2019-01-21 20:45:14.369913 -  zLiiNe
2019-01-21 20:45:15.463644 -  Thayspetacular
2019-01-21 20:45:16.814164 -  Rein
2019-01-21 20:45:18.439496 -  ArquiMeistre
2019-01-21 20:45:20.067534 -  CICLO DE DECA
2019-01-21 20:45:21.877211 -  Solado
2019-01-21 20:45:23.462640 -  Snowlz White
2019-01-21 20:45:24.499395 -  Peixe Tamanduá
2019-01-21 20:45:25.479316 -  Buff Lethality
2019-01-21 20:45:26.917767 -  Th3Shadow
2019-01-21 20:45:27.621716 -  Alieninja
2019-01-21 20:45:29.235970 -  berGz
2019-01-21 20:45:30.190785 -  yCommons
2019-01-21 20:45:31.365068 -  Pacifism
2019-01-21 20:45:33.011795 -  VFioretto
2019-01-21 20:45:33.820476 -  Bela season
2019-01-21 20:45:35.081322 -  Takato10
2019-01-21 20:45:36.182390 -  MiNiGod
2019-01-21 20:45:36.458599 -  Um homem sozinho
2019-01-21 20:45:37.513140 -  SukaSuka
2019-01-21 20:45:39.042072 -  Keter
2019-01-21 20:45:40.557870 -  Asta o Pebleu
2019-01-21 20:45:41.852038 -  antiheroi
2019-01-21 20:45:42.768940 -  510ml
2019-01-21 20:45:44.019718 -  RazorKat
2019-01-21 20:45:45.540976 -  childrX 98
2019-01-21 20:45:47.168663 -  Eu amo Dandan
2019-01-21 20:45:48.438804 -  tobobo
2019-01-21 20:45:49.731950 -  lordpaitt
2019-01-21 20:45:51.120487 -  Rijordy
2019-01-21 20:45:52.208806 -   CYT dng1
2019-01-21 20:45:52.780542 -  a7w CbTx
2019-01-21 20:45:54.488973 -  poeqwepqweq
2019-01-21 20:45:55.574741 -  Rengar Opressor
2019-01-21 20:45:56.760626 -  TinOwnsinho
2019-01-21 20:45:57.304047 -  Shok Taur
2019-01-21 20:45:57.808770 -  Lord Belial
2019-01-21 20:45:59.007525 -  perdemo vei
2019-01-21 20:46:00.711332 -  Dudzig
2019-01-21 20:46:01.179634 -  Kroatoan
2019-01-21 20:46:03.288322 -  hucarim
2019-01-21 20:46:03.852988 -  Scythe Kronos 
2019-01-21 20:46:05.244016 -  Jovinn
2019-01-21 20:46:06.733369 -  AmazinG Victa1
2019-01-21 20:46:08.218715 -  Nekhazten
2019-01-21 20:46:08.678007 -  PNeptune
2019-01-21 20:46:09.638491 -  Duo da Gabihf
2019-01-21 20:46:10.191105 -  vem logo 2020
2019-01-21 20:46:11.761986 - KAMIKAT LINDO
2019-01-21 20:46:12.236303 -  Hot Pocket
2019-01-21 20:46:13.149804 -  The Magician Hea
2019-01-21 20:46:14.461870 -  SkyWoner
2019-01-21 20:46:15.783886 -  how to fly
